disk,type,parallel_threads,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
ssd,encryption,1,xb,10000000,16,50,21658.51,16188.63,17.62,1794.96,4
ssd,encryption,1,xb,10000000,16,51,24311.48,18289.36,16.72,2034.04,4
ssd,encryption,1,xb,10000000,16,52,24379.03,18226.02,16.40,2023.00,4
ssd,encryption,1,xb,10000000,16,53,23996.07,18004.05,16.41,2001.01,4
ssd,encryption,1,xb,10000000,16,54,24169.99,18095.00,16.99,2010.00,4
ssd,encryption,1,xb,10000000,16,55,24194.94,18250.95,16.78,2027.99,4
ssd,encryption,1,xb,10000000,16,56,24760.01,18469.01,16.27,2052.00,4
ssd,encryption,1,xb,10000000,16,57,24342.99,18332.99,16.19,2039.00,4
ssd,encryption,1,xb,10000000,16,58,23919.00,17937.00,16.98,1991.00,4
ssd,encryption,1,xb,10000000,16,59,24187.07,18080.05,16.80,2009.01,4
ssd,encryption,1,xb,10000000,16,60,24458.97,18407.97,16.59,2047.00,4
ssd,encryption,1,xb,10000000,16,61,23439.99,17520.99,16.76,1945.00,4
ssd,encryption,1,xb,10000000,16,62,28163.84,21191.88,15.78,2355.99,4
ssd,encryption,1,xb,10000000,16,63,42167.32,31612.24,8.26,3514.03,4
ssd,encryption,1,xb,10000000,16,64,41717.96,31305.97,8.15,3476.00,4
ssd,encryption,1,xb,10000000,16,65,42731.03,32041.02,7.79,3562.00,4
ssd,encryption,1,xb,10000000,16,66,42834.95,32106.97,7.66,3566.00,4
ssd,encryption,1,xb,10000000,16,67,40848.00,30650.25,8.29,3408.92,4
ssd,encryption,1,xb,10000000,16,68,40945.00,30698.75,8.49,3409.08,4
ssd,encryption,1,xb,10000000,16,69,40820.09,30634.07,8.30,3403.01,4
ssd,encryption,1,xb,10000000,16,70,41889.99,31425.99,8.05,3492.00,4
ssd,encryption,1,xb,10000000,16,71,42017.86,31488.90,8.26,3497.99,4
ssd,encryption,1,xb,10000000,16,72,42158.09,31622.06,7.59,3516.01,4
ssd,encryption,1,xb,10000000,16,73,40965.96,30739.97,8.47,3414.00,4
ssd,encryption,1,xb,10000000,16,74,41315.03,30976.02,8.12,3443.00,4
ssd,encryption,1,xb,10000000,16,75,41317.04,30988.03,8.18,3442.00,4
ssd,encryption,1,xb,10000000,16,76,41854.99,31398.99,8.09,3489.00,4
ssd,encryption,1,xb,10000000,16,77,40524.92,30369.94,8.54,3374.99,4
ssd,encryption,1,xb,10000000,16,78,39968.05,29997.04,8.33,3331.00,4
ssd,encryption,1,xb,10000000,16,79,40426.98,30310.98,8.56,3368.00,4
ssd,encryption,1,xb,10000000,16,80,41673.03,31260.02,7.71,3473.00,4
ssd,encryption,1,xb,10000000,16,81,41474.97,31112.98,7.84,3457.00,4
ssd,encryption,1,xb,10000000,16,82,41575.92,31161.94,7.75,3462.99,4
ssd,encryption,4,xb,10000000,16,1,25455.76,19176.31,13.03,2115.81,4
ssd,encryption,4,xb,10000000,16,2,31733.07,23772.05,10.67,2645.01,4
ssd,encryption,4,xb,10000000,16,3,32291.01,24229.01,10.67,2693.00,4
ssd,encryption,4,xb,10000000,16,4,32986.02,24755.02,10.30,2747.00,4
ssd,encryption,4,xb,10000000,16,5,33879.00,25425.00,9.91,2825.00,4
ssd,encryption,4,xb,10000000,16,6,35309.03,26496.02,9.22,2942.00,4
ssd,encryption,4,xb,10000000,16,7,35488.98,26569.98,9.55,2954.00,4
ssd,encryption,4,xb,10000000,16,8,35855.02,26904.02,9.59,2990.00,4
ssd,encryption,4,xb,10000000,16,9,35185.94,26403.96,9.88,2932.00,4
ssd,encryption,4,xb,10000000,16,10,36189.35,27128.51,9.23,3016.95,4
ssd,encryption,4,xb,10000000,16,11,37485.59,28121.44,9.22,3123.05,4
ssd,encryption,4,xb,10000000,16,12,37463.15,28097.11,9.28,3122.01,4
ssd,encryption,4,xb,10000000,16,13,37555.83,28148.87,9.13,3127.99,4
ssd,encryption,4,xb,10000000,16,14,36675.12,27519.09,8.83,3056.01,4
ssd,encryption,4,xb,10000000,16,15,38461.00,28841.00,9.06,3208.00,4
ssd,encryption,4,xb,10000000,16,16,37855.98,28378.99,8.94,3151.00,4
ssd,encryption,4,xb,10000000,16,17,38595.99,28963.99,9.04,3219.00,4
ssd,encryption,4,xb,10000000,16,18,39209.01,29406.01,8.49,3267.00,4
ssd,encryption,4,xb,10000000,16,19,39603.00,29653.00,8.45,3295.00,4
ssd,encryption,4,xb,10000000,16,20,40156.04,30179.03,8.39,3352.00,4
ssd,encryption,4,xb,10000000,16,21,30636.90,22971.92,11.20,2555.99,4
ssd,encryption,4,xb,10000000,16,22,11107.00,8243.00,107.20,911.00,4
ssd,encryption,4,xb,10000000,16,23,2627.99,1971.00,167.80,219.00,4
ssd,encryption,4,xb,10000000,16,24,2088.01,1566.01,207.60,174.00,4
ssd,encryption,4,xb,10000000,16,25,3059.87,2294.90,146.48,254.99,4
ssd,encryption,4,xb,10000000,16,26,2364.04,1773.03,196.65,197.00,4
ssd,encryption,4,xb,10000000,16,27,2436.06,1827.04,172.07,203.00,4
ssd,encryption,4,xb,10000000,16,28,2496.00,1872.00,212.06,208.00,4
ssd,encryption,4,xb,10000000,16,29,2363.95,1772.96,150.30,197.00,4
ssd,encryption,4,xb,10000000,16,30,2213.06,1665.04,222.79,185.00,4
ssd,encryption,4,xb,10000000,16,31,1806.95,1349.96,259.54,150.00,4
ssd,encryption,4,xb,10000000,16,32,2484.06,1863.04,248.81,207.00,4
ssd,encryption,4,xb,10000000,16,33,1835.95,1376.97,214.68,153.00,4
ssd,encryption,4,xb,10000000,16,34,1848.00,1386.00,238.89,154.00,4
ssd,encryption,4,xb,10000000,16,35,1188.01,891.00,324.58,99.00,4
ssd,encryption,4,xb,10000000,16,36,1008.01,756.01,289.33,84.00,4
ssd,encryption,4,xb,10000000,16,37,1210.99,934.99,302.89,104.00,4
ssd,encryption,4,xb,10000000,16,38,1549.03,1135.02,358.38,126.00,4
ssd,encryption,4,xb,10000000,16,39,1500.00,1125.00,273.50,125.00,4
ssd,encryption,4,xb,10000000,16,40,1197.00,900.00,474.56,100.00,4
ssd,encryption,4,xb,10000000,16,41,1365.00,1042.00,352.85,116.00,4
ssd,encryption,4,xb,10000000,16,42,1739.96,1311.97,298.03,146.00,4
ssd,encryption,4,xb,10000000,16,43,1206.02,877.01,306.63,97.00,4
ssd,encryption,4,xb,10000000,16,44,1175.98,881.98,257.76,98.00,4
ssd,encryption,4,xb,10000000,16,45,1332.04,999.03,285.37,111.00,4
ssd,encryption,4,xb,10000000,16,46,1739.94,1304.95,212.50,144.99,4
ssd,encryption,4,xb,10000000,16,47,780.01,585.01,304.71,65.00,4
ssd,encryption,4,xb,10000000,16,48,2032.99,1529.99,350.53,170.00,4
ssd,encryption,4,xb,10000000,16,49,1927.02,1440.01,215.64,160.00,4
ssd,encryption,4,xb,10000000,16,50,1584.00,1197.00,279.37,133.00,4
ssd,encryption,4,xb,10000000,16,51,1020.02,756.01,289.94,84.00,4
ssd,encryption,4,xb,10000000,16,52,1031.97,773.98,349.59,86.00,4
ssd,encryption,4,xb,10000000,16,53,728.02,622.02,395.35,75.00,4
ssd,encryption,4,xb,10000000,16,54,5733.00,4311.00,201.23,477.00,4
ssd,encryption,4,xb,10000000,16,55,39823.03,29851.02,8.84,3315.00,4
ssd,encryption,4,xb,10000000,16,56,38871.84,29152.88,9.05,3240.99,4
ssd,encryption,4,xb,10000000,16,57,39618.13,29712.10,8.76,3299.01,4
ssd,encryption,4,xb,10000000,16,58,39332.86,29512.89,8.52,3278.99,4
ssd,encryption,4,xb,10000000,16,59,36851.21,27656.16,8.97,3072.02,4
ssd,encryption,4,xb,10000000,16,60,41362.00,31014.00,8.20,3447.00,4
ssd,encryption,4,xb,10000000,16,61,39907.02,29922.02,8.70,3325.00,4
ssd,encryption,4,xb,10000000,16,62,39937.97,29959.98,8.57,3329.00,4
ssd,encryption,4,xb,10000000,16,63,40824.98,30627.98,8.37,3402.00,4
ssd,encryption,4,xb,10000000,16,64,41916.09,31389.07,7.77,3490.01,4
ssd,encryption,4,xb,10000000,16,65,40137.89,30130.92,8.28,3348.99,4
ssd,encryption,4,xb,10000000,16,66,40702.08,30502.06,8.30,3390.01,4
ssd,encryption,4,xb,10000000,16,67,40631.69,30496.77,8.10,3389.97,4
ssd,encryption,4,xb,10000000,16,68,39679.24,29760.18,8.46,3303.02,4
ssd,encryption,4,xb,10000000,16,69,39570.00,29681.00,8.64,3296.00,4
ssd,encryption,4,xb,10000000,16,70,40143.00,30113.00,8.79,3347.00,4
ssd,encryption,4,xb,10000000,16,71,37771.95,28330.96,9.26,3148.00,4
ssd,encryption,4,xb,10000000,16,72,40346.11,30259.09,9.05,3361.01,4
ssd,encryption,4,xb,10000000,16,73,40923.91,30680.93,8.46,3411.99,4
ssd,encryption,4,xb,10000000,16,74,40831.04,30620.03,8.26,3404.00,4
ssd,encryption,8,xb,10000000,16,1,25992.24,19565.67,12.98,2161.85,4
ssd,encryption,8,xb,10000000,16,2,32280.08,24213.06,10.29,2688.01,4
ssd,encryption,8,xb,10000000,16,3,32449.04,24364.03,10.59,2706.00,4
ssd,encryption,8,xb,10000000,16,4,33641.05,25247.03,10.08,2805.00,4
ssd,encryption,8,xb,10000000,16,5,34440.05,25823.03,9.69,2869.00,4
ssd,encryption,8,xb,10000000,16,6,35023.04,26220.03,9.72,2917.00,4
ssd,encryption,8,xb,10000000,16,7,35135.94,26360.95,9.58,2927.99,4
ssd,encryption,8,xb,10000000,16,8,36445.04,27346.03,9.27,3038.00,4
ssd,encryption,8,xb,10000000,16,9,35815.02,26876.01,10.05,2984.00,4
ssd,encryption,8,xb,10000000,16,10,35358.97,26515.98,9.51,2947.00,4
ssd,encryption,8,xb,10000000,16,11,35908.98,26915.99,9.21,2993.00,4
ssd,encryption,8,xb,10000000,16,12,36416.03,27294.02,9.41,3032.00,4
ssd,encryption,8,xb,10000000,16,13,37621.17,28233.38,8.78,3138.93,4
ssd,encryption,8,xb,10000000,16,14,35130.60,26340.45,9.59,2925.05,4
ssd,encryption,8,xb,10000000,16,15,37277.16,27975.12,9.16,3107.01,4
ssd,encryption,8,xb,10000000,16,16,37330.96,27987.97,9.01,3112.00,4
ssd,encryption,8,xb,10000000,16,17,37768.04,28337.03,9.09,3146.00,4
ssd,encryption,8,xb,10000000,16,18,37494.90,28107.93,9.00,3125.99,4
ssd,encryption,8,xb,10000000,16,19,37771.11,28337.08,8.95,3146.01,4
ssd,encryption,8,xb,10000000,16,20,39113.04,29347.03,8.54,3261.00,4
ssd,encryption,8,xb,10000000,16,21,29822.39,22325.54,11.63,2483.95,4
ssd,encryption,8,xb,10000000,16,22,11031.15,8259.11,127.14,915.01,4
ssd,encryption,8,xb,10000000,16,23,1583.94,1148.95,236.54,125.99,4
ssd,encryption,8,xb,10000000,16,24,732.03,545.02,459.73,60.00,4
ssd,encryption,8,xb,10000000,16,25,383.98,287.99,536.68,32.00,4
ssd,encryption,8,xb,10000000,16,26,768.00,576.00,532.04,64.00,4
ssd,encryption,8,xb,10000000,16,27,645.02,493.02,442.85,55.00,4
ssd,encryption,8,xb,10000000,16,28,578.99,424.99,456.85,47.00,4
ssd,encryption,8,xb,10000000,16,29,780.02,585.01,604.04,65.00,4
ssd,encryption,8,xb,10000000,16,30,577.99,481.99,541.85,54.00,4
ssd,encryption,8,xb,10000000,16,31,333.00,272.00,863.55,30.00,4
ssd,encryption,8,xb,10000000,16,32,854.01,659.01,410.30,73.00,4
ssd,encryption,8,xb,10000000,16,33,349.00,180.00,1132.92,20.00,4
ssd,encryption,8,xb,10000000,16,34,359.99,295.99,558.48,33.00,4
ssd,encryption,8,xb,10000000,16,35,994.01,712.00,468.35,79.00,4
ssd,encryption,8,xb,10000000,16,36,444.00,347.00,560.83,39.00,4
ssd,encryption,8,xb,10000000,16,37,768.02,562.01,468.77,62.00,4
ssd,encryption,8,xb,10000000,16,38,620.98,548.98,499.03,63.00,4
ssd,encryption,8,xb,10000000,16,39,612.02,418.01,630.65,48.00,4
ssd,encryption,8,xb,10000000,16,40,1598.96,1165.97,318.32,126.00,4
ssd,encryption,8,xb,10000000,16,41,936.01,699.01,364.99,78.00,4
ssd,encryption,8,xb,10000000,16,42,1409.99,1055.99,454.94,117.00,4
ssd,encryption,8,xb,10000000,16,43,570.00,428.00,777.89,48.00,4
ssd,encryption,8,xb,10000000,16,44,588.00,436.00,371.27,48.00,4
ssd,encryption,8,xb,10000000,16,45,1320.03,990.02,268.07,110.00,4
ssd,encryption,8,xb,10000000,16,46,1008.00,775.00,339.48,87.00,4
ssd,encryption,8,xb,10000000,16,47,1307.96,961.97,351.58,106.00,4
ssd,encryption,8,xb,10000000,16,48,1980.03,1485.02,385.08,165.00,4
ssd,encryption,8,xb,10000000,16,49,575.99,431.99,410.92,48.00,4
ssd,encryption,8,xb,10000000,16,50,1092.01,879.01,456.44,98.00,4
ssd,encryption,8,xb,10000000,16,51,1212.00,849.00,413.39,94.00,4
ssd,encryption,8,xb,10000000,16,52,900.02,675.01,379.92,75.00,4
ssd,encryption,8,xb,10000000,16,53,336.99,283.99,705.78,32.00,4
ssd,encryption,8,xb,10000000,16,54,671.01,472.01,551.34,52.00,4
ssd,encryption,8,xb,10000000,16,55,767.97,575.98,433.28,64.00,4
ssd,encryption,8,xb,10000000,16,56,1236.04,927.03,593.11,103.00,4
ssd,encryption,8,xb,10000000,16,57,359.99,270.00,631.40,30.00,4
ssd,encryption,8,xb,10000000,16,58,4662.10,3581.08,298.48,400.01,4
ssd,encryption,8,xb,10000000,16,59,36888.98,27659.98,9.86,3074.00,4
ssd,encryption,8,xb,10000000,16,60,38587.07,28951.05,8.51,3214.01,4
ssd,encryption,8,xb,10000000,16,61,38453.54,28800.65,9.20,3202.96,4
ssd,encryption,8,xb,10000000,16,62,38669.37,29026.28,8.91,3224.03,4
ssd,encryption,8,xb,10000000,16,63,38524.03,28902.02,9.05,3213.00,4
ssd,encryption,8,xb,10000000,16,64,36854.88,27636.91,9.51,3068.99,4
ssd,encryption,8,xb,10000000,16,65,40432.18,30333.13,8.82,3372.01,4
ssd,encryption,8,xb,10000000,16,66,40318.97,30229.98,8.67,3359.00,4
ssd,encryption,8,xb,10000000,16,67,40182.04,30123.03,8.55,3346.00,4
ssd,encryption,8,xb,10000000,16,68,40979.92,30764.94,8.41,3415.99,4
ssd,encryption,8,xb,10000000,16,69,40111.04,30077.03,8.84,3344.00,4
ssd,encryption,8,xb,10000000,16,70,41206.79,30886.84,8.55,3434.98,4
ssd,encryption,8,xb,10000000,16,71,41062.15,30806.11,8.33,3420.01,4
ssd,encryption,8,xb,10000000,16,72,39936.06,29941.04,8.19,3326.00,4
ssd,encryption,8,xb,10000000,16,73,41407.98,31049.99,7.99,3450.00,4
ssd,encryption,8,xb,10000000,16,74,40849.07,30653.06,8.36,3407.01,4
ssd,encryption,8,xb,10000000,16,75,41331.89,31000.92,8.83,3442.99,4
ssd,encryption,8,xb,10000000,16,76,38915.02,29207.02,8.63,3244.00,4
ssd,encryption,8,xb,10000000,16,77,41482.90,31098.92,7.96,3458.99,4
ssd,encryption,8,xb,10000000,16,78,40238.10,30166.07,8.84,3351.01,4
ssd,encryption,1,xb,10000000,16,1,25678.47,19345.10,13.56,2135.79,8
ssd,encryption,1,xb,10000000,16,2,31916.22,23919.17,10.50,2661.02,8
ssd,encryption,1,xb,10000000,16,3,32036.01,24042.01,10.63,2667.00,8
ssd,encryption,1,xb,10000000,16,4,32791.02,24576.02,10.48,2733.00,8
ssd,encryption,1,xb,10000000,16,5,34685.87,26033.90,9.54,2892.99,8
ssd,encryption,1,xb,10000000,16,6,35199.21,26405.15,9.57,2932.02,8
ssd,encryption,1,xb,10000000,16,7,35244.95,26409.96,9.58,2934.00,8
ssd,encryption,1,xb,10000000,16,8,35487.03,26622.03,9.59,2958.00,8
ssd,encryption,1,xb,10000000,16,9,35767.99,26850.99,9.81,2982.00,8
ssd,encryption,1,xb,10000000,16,10,36578.97,27450.98,9.34,3050.00,8
ssd,encryption,1,xb,10000000,16,11,37475.00,28078.00,9.14,3120.00,8
ssd,encryption,1,xb,10000000,16,12,36159.55,27093.66,9.69,3012.96,8
ssd,encryption,1,xb,10000000,16,13,37463.51,28099.38,9.21,3123.04,8
ssd,encryption,1,xb,10000000,16,14,37001.87,27772.91,9.14,3084.99,8
ssd,encryption,1,xb,10000000,16,15,37955.96,28463.97,9.08,3163.00,8
ssd,encryption,1,xb,10000000,16,16,37506.12,28162.09,9.25,3127.01,8
ssd,encryption,1,xb,10000000,16,17,38324.94,28710.95,9.11,3192.99,8
ssd,encryption,1,xb,10000000,16,18,38634.05,28975.03,8.69,3220.00,8
ssd,encryption,1,xb,10000000,16,19,39152.08,29362.06,8.59,3262.01,8
ssd,encryption,1,xb,10000000,16,20,39098.97,29331.98,8.63,3260.00,8
ssd,encryption,1,xb,10000000,16,21,30248.95,22657.96,11.32,2515.00,8
ssd,encryption,1,xb,10000000,16,22,23963.90,18003.93,18.90,2000.99,8
ssd,encryption,1,xb,10000000,16,23,20857.08,15569.06,19.34,1727.01,8
ssd,encryption,1,xb,10000000,16,24,20594.02,15526.01,19.18,1725.00,8
ssd,encryption,1,xb,10000000,16,25,20525.02,15390.01,19.55,1713.00,8
ssd,encryption,1,xb,10000000,16,26,22191.00,16560.00,18.46,1837.00,8
ssd,encryption,1,xb,10000000,16,27,21492.01,16238.01,18.70,1805.00,8
ssd,encryption,1,xb,10000000,16,28,21730.89,16179.92,18.36,1796.99,8
ssd,encryption,1,xb,10000000,16,29,20452.08,15421.06,19.79,1715.01,8
ssd,encryption,1,xb,10000000,16,30,21613.83,16200.87,18.54,1801.99,8
ssd,encryption,1,xb,10000000,16,31,19501.06,14638.05,18.47,1624.01,8
ssd,encryption,1,xb,10000000,16,32,23035.08,17251.06,17.90,1919.01,8
ssd,encryption,1,xb,10000000,16,33,21408.04,16075.03,19.29,1787.00,8
ssd,encryption,1,xb,10000000,16,34,21335.88,15975.91,19.10,1772.99,8
ssd,encryption,1,xb,10000000,16,35,21590.07,16184.05,18.29,1801.01,8
ssd,encryption,1,xb,10000000,16,36,21649.92,16195.94,18.24,1794.99,8
ssd,encryption,1,xb,10000000,16,37,23102.11,17336.09,17.17,1926.01,8
ssd,encryption,1,xb,10000000,16,38,23363.97,17564.98,16.79,1953.00,8
ssd,encryption,1,xb,10000000,16,39,23985.05,17940.04,16.64,1992.00,8
ssd,encryption,1,xb,10000000,16,40,23448.00,17667.00,17.03,1963.00,8
ssd,encryption,1,xb,10000000,16,41,24614.99,18408.99,16.16,2046.00,8
ssd,encryption,1,xb,10000000,16,42,23052.49,17257.62,16.69,1916.96,8
ssd,encryption,1,xb,10000000,16,43,23727.54,17890.41,16.57,1988.05,8
ssd,encryption,1,xb,10000000,16,44,23688.60,17659.70,16.79,1961.97,8
ssd,encryption,1,xb,10000000,16,45,24359.28,18284.21,16.26,2032.02,8
ssd,encryption,1,xb,10000000,16,46,24806.67,18614.75,16.25,2068.97,8
ssd,encryption,1,xb,10000000,16,47,24238.03,18170.02,16.78,2018.00,8
ssd,encryption,1,xb,10000000,16,48,23591.40,17734.30,16.77,1972.03,8
ssd,encryption,1,xb,10000000,16,49,24488.00,18403.00,16.29,2043.00,8
ssd,encryption,1,xb,10000000,16,50,23509.89,17557.92,17.33,1950.99,8
ssd,encryption,1,xb,10000000,16,51,24122.10,18189.07,16.79,2021.01,8
ssd,encryption,1,xb,10000000,16,52,24044.90,17928.93,16.85,1991.99,8
ssd,encryption,1,xb,10000000,16,53,21826.10,16368.07,17.21,1819.01,8
ssd,encryption,1,xb,10000000,16,54,23684.99,17761.99,17.44,1974.00,8
ssd,encryption,1,xb,10000000,16,55,25135.04,18901.03,16.25,2102.00,8
ssd,encryption,1,xb,10000000,16,56,24716.94,18497.96,16.66,2053.00,8
ssd,encryption,1,xb,10000000,16,57,23636.02,17724.02,16.94,1969.00,8
ssd,encryption,1,xb,10000000,16,58,24611.93,18458.95,16.16,2050.99,8
ssd,encryption,1,xb,10000000,16,59,24645.06,18476.04,16.06,2053.00,8
ssd,encryption,1,xb,10000000,16,60,23854.01,17949.01,16.42,1995.00,8
ssd,encryption,1,xb,10000000,16,61,24171.98,18078.98,16.72,2008.00,8
ssd,encryption,1,xb,10000000,16,62,25051.03,18899.02,16.04,2101.00,8
ssd,encryption,1,xb,10000000,16,63,37790.99,28305.00,10.92,3146.00,8
ssd,encryption,1,xb,10000000,16,64,43114.59,32325.69,7.84,3591.97,8
ssd,encryption,1,xb,10000000,16,65,43564.39,32682.29,7.83,3630.03,8
ssd,encryption,1,xb,10000000,16,66,42925.93,32205.95,8.00,3579.99,8
ssd,encryption,1,xb,10000000,16,67,41542.09,31120.07,8.48,3457.01,8
ssd,encryption,1,xb,10000000,16,68,41468.84,31112.88,7.99,3457.99,8
ssd,encryption,1,xb,10000000,16,69,41872.18,31405.13,8.59,3490.01,8
ssd,encryption,1,xb,10000000,16,70,42230.97,31673.98,8.11,3519.00,8
ssd,encryption,1,xb,10000000,16,71,43440.02,32583.01,7.88,3621.00,8
ssd,encryption,1,xb,10000000,16,72,42865.88,32154.91,7.64,3571.99,8
ssd,encryption,1,xb,10000000,16,73,42021.04,31503.03,8.32,3501.00,8
ssd,encryption,1,xb,10000000,16,74,42767.13,32094.10,7.23,3566.01,8
ssd,encryption,1,xb,10000000,16,75,41393.00,31038.00,8.66,3449.00,8
ssd,encryption,1,xb,10000000,16,76,42841.91,32133.93,8.09,3568.99,8
ssd,encryption,1,xb,10000000,16,77,42074.97,31560.98,8.16,3506.00,8
ssd,encryption,1,xb,10000000,16,78,42519.88,31865.91,7.43,3541.99,8
ssd,encryption,1,xb,10000000,16,79,42500.06,31905.04,7.91,3542.00,8
ssd,encryption,1,xb,10000000,16,80,40917.13,30690.10,8.44,3410.01,8
ssd,encryption,1,xb,10000000,16,81,41792.96,31320.97,7.86,3482.00,8
ssd,encryption,1,xb,10000000,16,82,41574.98,31165.99,8.03,3466.00,8
ssd,encryption,4,xb,10000000,16,1,26325.85,19811.38,12.37,2186.82,8
ssd,encryption,4,xb,10000000,16,2,32695.60,24546.70,10.09,2729.97,8
ssd,encryption,4,xb,10000000,16,3,33117.53,24841.39,10.33,2756.04,8
ssd,encryption,4,xb,10000000,16,4,33643.94,25201.95,10.17,2803.99,8
ssd,encryption,4,xb,10000000,16,5,35025.02,26280.01,9.63,2923.00,8
ssd,encryption,4,xb,10000000,16,6,34469.03,25864.02,9.82,2870.00,8
ssd,encryption,4,xb,10000000,16,7,35282.97,26444.98,9.47,2939.00,8
ssd,encryption,4,xb,10000000,16,8,36125.00,27108.00,9.30,3012.00,8
ssd,encryption,4,xb,10000000,16,9,36058.49,27051.62,9.37,3004.96,8
ssd,encryption,4,xb,10000000,16,10,36631.54,27485.41,9.27,3051.05,8
ssd,encryption,4,xb,10000000,16,11,36743.01,27534.01,9.27,3063.00,8
ssd,encryption,4,xb,10000000,16,12,37802.07,28335.31,8.78,3145.92,8
ssd,encryption,4,xb,10000000,16,13,36858.10,27683.07,9.46,3076.01,8
ssd,encryption,4,xb,10000000,16,14,38252.78,28671.59,9.02,3186.07,8
ssd,encryption,4,xb,10000000,16,15,38620.98,28962.98,8.79,3220.00,8
ssd,encryption,4,xb,10000000,16,16,38863.42,29143.56,8.75,3236.95,8
ssd,encryption,4,xb,10000000,16,17,38353.48,28774.36,8.77,3195.04,8
ssd,encryption,4,xb,10000000,16,18,38856.14,29116.10,8.63,3239.01,8
ssd,encryption,4,xb,10000000,16,19,39351.06,29524.05,8.82,3278.01,8
ssd,encryption,4,xb,10000000,16,20,38835.72,29167.79,9.01,3240.98,8
ssd,encryption,4,xb,10000000,16,21,30633.21,22950.16,11.26,2551.02,8
ssd,encryption,4,xb,10000000,16,22,13016.71,9672.78,104.72,1071.98,8
ssd,encryption,4,xb,10000000,16,23,1524.00,1143.00,177.30,127.00,8
ssd,encryption,4,xb,10000000,16,24,2232.05,1674.03,163.63,186.00,8
ssd,encryption,4,xb,10000000,16,25,2975.92,2231.94,128.21,247.99,8
ssd,encryption,4,xb,10000000,16,26,2544.05,1908.04,212.06,212.00,8
ssd,encryption,4,xb,10000000,16,27,2327.93,1745.95,153.62,193.99,8
ssd,encryption,4,xb,10000000,16,28,2977.10,2241.07,148.15,249.01,8
ssd,encryption,4,xb,10000000,16,29,1666.96,1241.97,212.06,138.00,8
ssd,encryption,4,xb,10000000,16,30,2195.99,1646.99,183.29,183.00,8
ssd,encryption,4,xb,10000000,16,31,2556.00,1917.00,180.79,213.00,8
ssd,encryption,4,xb,10000000,16,32,3483.09,2646.07,121.23,294.01,8
ssd,encryption,4,xb,10000000,16,33,2656.99,1961.99,154.59,218.00,8
ssd,encryption,4,xb,10000000,16,34,2079.94,1556.96,210.16,173.00,8
ssd,encryption,4,xb,10000000,16,35,1560.04,1170.03,216.55,130.00,8
ssd,encryption,4,xb,10000000,16,36,1152.00,864.00,217.26,96.00,8
ssd,encryption,4,xb,10000000,16,37,1529.01,1202.00,238.53,134.00,8
ssd,encryption,4,xb,10000000,16,38,1843.00,1327.00,220.21,147.00,8
ssd,encryption,4,xb,10000000,16,39,1391.97,1043.97,204.51,116.00,8
ssd,encryption,4,xb,10000000,16,40,2064.01,1593.01,182.53,177.00,8
ssd,encryption,4,xb,10000000,16,41,1512.00,1091.00,231.08,122.00,8
ssd,encryption,4,xb,10000000,16,42,1692.00,1267.00,229.56,140.00,8
ssd,encryption,4,xb,10000000,16,43,1956.04,1467.03,191.25,179.00,8
ssd,encryption,4,xb,10000000,16,44,2779.00,2132.00,172.33,222.00,8
ssd,encryption,4,xb,10000000,16,45,1240.97,882.98,248.29,97.00,8
ssd,encryption,4,xb,10000000,16,46,1728.04,1296.03,219.55,144.00,8
ssd,encryption,4,xb,10000000,16,47,1320.00,990.00,262.82,110.00,8
ssd,encryption,4,xb,10000000,16,48,1332.00,999.00,302.44,111.00,8
ssd,encryption,4,xb,10000000,16,49,1523.97,1142.98,343.78,127.00,8
ssd,encryption,4,xb,10000000,16,50,1680.00,1260.00,209.91,140.00,8
ssd,encryption,4,xb,10000000,16,51,1458.04,1111.03,285.20,125.00,8
ssd,encryption,4,xb,10000000,16,52,1301.97,958.98,358.17,105.00,8
ssd,encryption,4,xb,10000000,16,53,23619.51,17793.38,11.90,1981.04,8
ssd,encryption,4,xb,10000000,16,54,38257.97,28687.98,9.24,3185.00,8
ssd,encryption,4,xb,10000000,16,55,39499.21,29621.15,8.58,3296.02,8
ssd,encryption,4,xb,10000000,16,56,39647.95,29775.96,8.54,3303.00,8
ssd,encryption,4,xb,10000000,16,57,36346.87,27232.90,9.14,3026.99,8
ssd,encryption,4,xb,10000000,16,58,40034.00,30017.00,8.73,3336.00,8
ssd,encryption,4,xb,10000000,16,59,39354.03,29529.02,8.64,3281.00,8
ssd,encryption,4,xb,10000000,16,60,39225.92,29430.94,8.86,3267.99,8
ssd,encryption,4,xb,10000000,16,61,38894.20,29156.15,8.97,3240.02,8
ssd,encryption,4,xb,10000000,16,62,39395.81,29539.85,8.74,3282.98,8
ssd,encryption,4,xb,10000000,16,63,39598.13,29698.10,8.73,3303.01,8
ssd,encryption,4,xb,10000000,16,64,39644.07,29734.05,9.08,3303.01,8
ssd,encryption,4,xb,10000000,16,65,39040.03,29268.02,8.90,3251.00,8
ssd,encryption,4,xb,10000000,16,66,40197.97,30130.98,8.72,3347.00,8
ssd,encryption,4,xb,10000000,16,67,39012.00,29264.00,8.70,3254.00,8
ssd,encryption,4,xb,10000000,16,68,39806.93,29864.95,8.71,3316.99,8
ssd,encryption,4,xb,10000000,16,69,37650.07,28259.05,8.60,3138.01,8
