engine,memory,filesystem,configuration,distribution,test,i,"total cpu usage",,,,,,"dsk/total",,"net/total",,"paging",,"system",1,"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","in","out","int","csw"
rocks,110,ext4,rocks0,pareto,oltp_ro,10,51.489,11.724,34.159,0.566,0.0,2.062,57858867.200,1894.400,19564816.900,166525537.200,0.0,0.0,595105.100,862922.900
rocks,110,ext4,rocks0,pareto,oltp_ro,11,51.687,11.386,34.304,0.476,0.0,2.147,52068761.600,1638.400,19617672.200,167476305.800,0.0,0.0,590703.800,864413.200
rocks,110,ext4,rocks0,pareto,oltp_ro,12,51.656,11.791,34.061,0.419,0.0,2.073,47176908.800,1638.400,19675835.200,167293928.900,0.0,0.0,590846.0,864693.0
rocks,110,ext4,rocks0,pareto,oltp_ro,13,51.678,11.524,34.294,0.390,0.0,2.114,43680563.200,1894.400,19642883.700,167832723.400,0.0,0.0,590411.900,864015.0
rocks,110,ext4,rocks0,pareto,oltp_ro,14,51.446,11.441,34.606,0.346,0.0,2.161,39199129.600,1638.400,19602945.300,167160961.900,0.0,0.0,590159.200,864750.700
rocks,110,ext4,rocks0,pareto,oltp_ro,15,51.355,11.680,34.538,0.328,0.0,2.099,36227584.0,18022.400,19563314.0,166875959.300,0.0,0.0,592955.800,865284.700
rocks,110,ext4,rocks0,pareto,oltp_ro,16,51.507,11.462,34.695,0.306,0.0,2.030,34276966.400,4864.0,19605389.900,167349622.900,0.0,0.0,590356.200,865345.400
rocks,110,ext4,rocks0,pareto,oltp_ro,17,51.373,11.740,34.507,0.278,0.0,2.102,31381913.600,1638.400,19616694.500,167110745.700,0.0,0.0,588933.500,863342.400
rocks,110,ext4,rocks0,pareto,oltp_ro,18,51.061,11.552,35.035,0.260,0.0,2.092,29254451.200,1638.400,19532846.0,166702359.600,0.0,0.0,586834.800,860712.100
rocks,110,ext4,rocks0,pareto,oltp_ro,19,51.629,11.484,34.556,0.245,0.0,2.086,27062681.600,6041.600,19641794.200,167532780.800,0.0,0.0,589936.700,861728.200
rocks,110,ext4,rocks0,pareto,oltp_ro,20,51.746,11.520,34.479,0.232,0.0,2.023,25746227.200,1638.400,19765719.100,167936801.0,0.0,0.0,590534.900,865838.400
rocks,110,ext4,rocks0,uniform,oltp_ro,2,14.673,4.361,79.870,0.234,0.0,0.861,667680.415,44587659.962,0.0,0.0,18178.224,102616.817,211020.782,324222.454
rocks,110,ext4,rocks0,uniform,oltp_ro,3,17.278,5.919,68.834,6.546,0.0,1.422,205615974.400,46623488.0,11665265.800,25485601.800,0.0,0.0,257043.0,325733.900
rocks,110,ext4,rocks0,uniform,oltp_ro,4,47.267,14.601,30.019,4.797,0.0,3.316,328674099.200,1638.400,31909765.0,69495478.800,0.0,0.0,710845.300,922066.100
rocks,110,ext4,rocks0,uniform,oltp_ro,5,48.096,14.300,32.720,2.534,0.0,2.350,248476467.200,1638.400,32096205.700,70342298.800,0.0,0.0,706837.300,919389.800
rocks,110,ext4,rocks0,uniform,oltp_ro,6,46.889,14.272,33.560,1.875,0.0,3.404,198941491.200,3584.0,32187130.200,70482605.300,0.0,0.0,703022.0,920087.500
rocks,110,ext4,rocks0,uniform,oltp_ro,7,46.437,14.053,34.678,1.492,0.0,3.340,161436467.200,1638.400,32271899.800,70551702.100,0.0,0.0,700609.900,918133.700
rocks,110,ext4,rocks0,uniform,oltp_ro,8,46.211,14.027,35.312,1.206,0.0,3.244,131016704.0,1638.400,32269654.300,70461051.0,0.0,0.0,698446.300,916859.900
rocks,110,ext4,rocks0,uniform,oltp_ro,9,46.049,13.552,36.149,0.973,0.0,3.277,106094592.0,1945.600,32091474.200,70111640.700,0.0,0.0,700412.200,915309.900
rocks,110,ext4,rocks0,uniform,oltp_ro,10,45.802,13.696,36.425,0.796,0.0,3.280,86364979.200,1638.400,31920765.400,70007004.800,0.0,0.0,691581.200,913907.100
rocks,110,ext4,rocks0,uniform,oltp_ro,11,45.254,13.874,36.985,0.666,0.0,3.221,71609139.200,1638.400,31869278.600,69992930.200,0.0,0.0,692525.400,917588.0
rocks,110,ext4,rocks0,uniform,oltp_ro,12,45.626,13.493,37.029,0.544,0.0,3.308,57917849.600,1945.600,31946032.0,69769690.900,0.0,0.0,693743.200,920965.100
rocks,110,ext4,rocks0,uniform,oltp_ro,13,45.189,13.709,37.457,0.455,0.0,3.190,48553574.400,1638.400,31977110.0,69655206.500,0.0,0.0,690807.500,915107.900
rocks,110,ext4,rocks0,uniform,oltp_ro,14,45.202,13.678,37.564,0.390,0.0,3.166,40675737.600,1638.400,31960991.800,69909509.700,0.0,0.0,695238.400,915592.900
rocks,110,ext4,rocks0,uniform,oltp_ro,15,45.281,13.439,37.672,0.325,0.0,3.283,33561804.800,19558.400,31995155.100,69729514.500,0.0,0.0,690415.400,916598.800
rocks,110,ext4,rocks0,uniform,oltp_ro,16,44.850,13.708,37.979,0.263,0.0,3.200,27503820.800,5734.400,31896311.400,69446699.500,0.0,0.0,688105.500,914424.0
rocks,110,ext4,rocks0,uniform,oltp_ro,17,45.115,13.401,38.117,0.227,0.0,3.140,23083008.0,1638.400,31975690.600,69828310.500,0.0,0.0,688132.0,913927.400
rocks,110,ext4,rocks0,uniform,oltp_ro,18,45.201,13.356,38.048,0.194,0.0,3.201,19277824.0,3635.200,31914094.0,69934041.100,0.0,0.0,691971.200,915719.900
rocks,110,ext4,rocks0,uniform,oltp_ro,19,45.098,13.412,38.122,0.165,0.0,3.202,15957196.800,1638.400,32014324.500,69707155.600,0.0,0.0,687904.500,913376.500
rocks,110,ext4,rocks0,uniform,oltp_ro,20,44.790,13.581,38.381,0.136,0.0,3.112,13592166.400,1638.400,31959820.900,69727301.400,0.0,0.0,686641.500,911615.900
wt,110,ext4,wt2,pareto,oltp_ro,2,15.193,4.489,79.169,0.256,0.0,0.893,2421513.499,44021215.776,0.0,0.0,17844.066,100730.485,218319.995,333209.279
wt,110,ext4,wt2,pareto,oltp_ro,3,11.170,3.262,72.428,12.723,0.0,0.416,222035097.600,31515852.800,6630145.900,56537248.300,0.0,0.0,142200.800,161812.800
wt,110,ext4,wt2,pareto,oltp_ro,4,50.190,13.743,28.654,4.682,0.0,2.731,334693171.200,1638.400,26873414.500,229220071.600,0.0,0.0,713673.800,983480.200
wt,110,ext4,wt2,pareto,oltp_ro,5,49.788,13.864,32.318,1.314,0.0,2.716,195843686.400,13260.800,27065256.400,230941573.500,0.0,0.0,716329.100,996672.800
wt,110,ext4,wt2,pareto,oltp_ro,6,49.415,13.705,33.258,0.894,0.0,2.727,145787289.600,1638.400,27043337.700,230271402.300,0.0,0.0,714283.400,996640.400
wt,110,ext4,wt2,pareto,oltp_ro,7,49.254,13.523,33.816,0.692,0.0,2.715,116956774.400,1638.400,27127738.200,231400060.300,0.0,0.0,715354.200,996885.600
wt,110,ext4,wt2,pareto,oltp_ro,8,49.228,13.616,33.850,0.562,0.0,2.743,96681984.0,5222.400,27124739.500,231211973.300,0.0,0.0,713521.400,997496.0
