engine,configuration,distribution,workload,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
wt,wt1,uniform,oltp_ro,psfm,60000000,300,60,0.00,46882.41,56.14,11428.31,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,70,0.00,47018.95,56.09,11451.39,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,80,0.00,47169.09,55.87,11489.08,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,90,0.00,47192.72,55.77,11504.73,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,100,0.00,47303.69,55.68,11531.17,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,110,0.00,47135.10,55.92,11481.62,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,120,0.00,47194.28,55.89,11486.87,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,130,0.00,47232.51,55.85,11497.42,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,140,0.00,47241.20,55.82,11507.48,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,150,0.00,47225.62,55.85,11502.23,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,160,0.00,47277.39,55.80,11510.27,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,170,0.00,47320.92,55.67,11522.93,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,180,0.00,47278.66,55.73,11510.07,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,190,0.00,47198.03,55.84,11501.03,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,200,0.00,47330.91,55.52,11529.51,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,210,0.00,47364.69,55.57,11542.00,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,220,0.00,47349.36,55.60,11530.87,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,230,0.00,47396.92,55.70,11528.63,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,240,0.00,47297.51,55.57,11531.18,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,250,0.00,47370.71,55.58,11531.32,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,260,0.00,47331.79,55.65,11524.88,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,270,0.00,47311.52,55.72,11513.93,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,280,0.00,47411.97,55.55,11548.87,300
wt,wt1,uniform,oltp_ro,psfm,60000000,300,290,0.00,47392.72,55.50,11553.23,300
wt,wt1,uniform,oltp_ro,psfm,60000000,296,300,0.00,47310.88,55.60,11525.27,300
wt,wt1,uniform,oltp,psfm,60000000,31,10,24702.25,33860.35,4.77,8233.82,31
wt,wt1,uniform,oltp,psfm,60000000,31,20,25482.61,34869.01,4.55,8494.30,31
wt,wt1,uniform,oltp,psfm,60000000,31,30,25778.90,35232.21,4.47,8592.90,31
wt,wt1,uniform,oltp,psfm,60000000,31,40,25976.49,35576.09,4.40,8658.80,31
wt,wt1,uniform,oltp,psfm,60000000,31,50,26220.90,35897.90,4.33,8740.40,31
wt,wt1,uniform,oltp,psfm,60000000,31,60,26309.00,36017.90,4.33,8769.50,31
wt,wt1,uniform,oltp,psfm,60000000,31,70,26435.80,36137.00,4.29,8812.00,31
wt,wt1,uniform,oltp,psfm,60000000,31,80,26551.40,36331.51,4.25,8850.50,31
wt,wt1,uniform,oltp,psfm,60000000,31,90,26613.50,36402.80,4.24,8871.20,31
wt,wt1,uniform,oltp,psfm,60000000,31,100,26737.71,36581.51,4.20,8912.50,31
wt,wt1,uniform,oltp,psfm,60000000,31,110,26733.30,36603.00,4.21,8911.30,31
wt,wt1,uniform,oltp,psfm,60000000,31,120,26507.08,36298.67,4.27,8835.39,31
wt,wt1,uniform,oltp,psfm,60000000,31,130,26298.82,36001.83,4.28,8766.21,31
wt,wt1,uniform,oltp,psfm,60000000,31,140,26560.59,36343.49,4.26,8853.70,31
wt,wt1,uniform,oltp,psfm,60000000,31,150,25671.31,35122.51,4.28,8557.10,31
wt,wt1,uniform,oltp,psfm,60000000,31,160,26091.10,35720.20,4.27,8697.20,31
wt,wt1,uniform,oltp,psfm,60000000,31,170,26621.80,36437.80,4.21,8873.70,31
wt,wt1,uniform,oltp,psfm,60000000,31,180,26656.89,36457.68,4.20,8885.80,31
wt,wt1,uniform,oltp,psfm,60000000,31,190,26654.69,36463.68,4.20,8884.90,31
wt,wt1,uniform,oltp,psfm,60000000,31,200,26650.59,36463.78,4.20,8883.60,31
wt,wt1,uniform,oltp,psfm,60000000,31,210,26678.63,36485.44,4.19,8892.81,31
wt,wt1,uniform,oltp,psfm,60000000,31,220,26713.49,36561.29,4.20,8904.50,31
wt,wt1,uniform,oltp,psfm,60000000,31,230,26719.30,36548.50,4.21,8906.50,31
wt,wt1,uniform,oltp,psfm,60000000,31,240,26853.70,36784.70,4.16,8951.20,31
wt,wt1,uniform,oltp,psfm,60000000,31,250,26885.30,36812.20,4.14,8961.70,31
wt,wt1,uniform,oltp,psfm,60000000,31,260,26869.21,36767.81,4.15,8956.40,31
wt,wt1,uniform,oltp,psfm,60000000,31,270,26790.30,36664.70,4.18,8930.20,31
wt,wt1,uniform,oltp,psfm,60000000,31,280,26624.19,36433.39,4.22,8874.70,31
wt,wt1,uniform,oltp,psfm,60000000,31,290,26819.90,36701.70,4.16,8939.70,31
wt,wt1,uniform,oltp,psfm,60000000,28,300,26897.31,36841.91,4.15,8965.80,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,10,0.00,42461.35,3.93,10342.79,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,20,0.00,43864.86,3.73,10684.14,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,30,0.00,44431.60,3.66,10822.00,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,40,0.00,44832.39,3.59,10919.10,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,50,0.00,45149.46,3.55,10994.99,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,60,0.00,45322.45,3.51,11037.61,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,70,0.00,45392.70,3.48,11070.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,80,0.00,45677.90,3.45,11123.90,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,90,0.00,45950.50,3.43,11176.20,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,100,0.00,45955.90,3.41,11188.50,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,110,0.00,45973.29,3.41,11196.20,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,120,0.00,45972.71,3.40,11219.70,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,130,0.00,46068.79,3.40,11207.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,140,0.00,46145.61,3.39,11235.60,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,150,0.00,46067.00,3.39,11229.90,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,160,0.00,46192.68,3.39,11236.90,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,170,0.00,46109.60,3.38,11224.60,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,180,0.00,46237.71,3.38,11251.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,190,0.00,46310.61,3.37,11273.70,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,200,0.00,46279.19,3.37,11274.60,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,210,0.00,46224.01,3.38,11257.20,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,220,0.00,46313.31,3.38,11263.58,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,230,0.00,46163.79,3.38,11252.82,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,240,0.00,46319.58,3.37,11284.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,250,0.00,46276.02,3.37,11263.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,260,0.00,46193.50,3.37,11253.50,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,270,0.00,46217.20,3.38,11255.60,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,280,0.00,46191.20,3.37,11258.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,290,0.00,46230.38,3.37,11250.40,31
wt,wt1,uniform,oltp_ro,psfm,60000000,31,300,0.00,46208.69,3.38,11247.80,31
wt,wt1,uniform,oltp,psfm,60000000,430,10,25711.00,35306.90,92.18,8567.53,430
wt,wt1,uniform,oltp,psfm,60000000,430,20,25788.14,35249.68,92.96,8596.05,430
wt,wt1,uniform,oltp,psfm,60000000,430,30,25987.73,35573.26,92.02,8662.51,430
wt,wt1,uniform,oltp,psfm,60000000,430,40,26035.73,35619.63,91.85,8678.91,430
wt,wt1,uniform,oltp,psfm,60000000,430,50,26283.51,35991.79,90.95,8761.57,430
wt,wt1,uniform,oltp,psfm,60000000,430,60,25039.43,34236.97,96.04,8345.94,430
wt,wt1,uniform,oltp,psfm,60000000,430,70,26325.76,36077.53,90.68,8775.75,430
wt,wt1,uniform,oltp,psfm,60000000,430,80,25531.74,34976.04,90.44,8510.01,430
wt,wt1,uniform,oltp,psfm,60000000,430,90,26620.88,36448.58,89.84,8873.59,430
wt,wt1,uniform,oltp,psfm,60000000,430,100,26581.25,36421.54,90.11,8860.48,430
wt,wt1,uniform,oltp,psfm,60000000,430,110,25600.87,35098.09,91.20,8533.12,430
wt,wt1,uniform,oltp,psfm,60000000,430,120,23055.75,31605.96,104.97,7686.12,430
wt,wt1,uniform,oltp,psfm,60000000,430,130,22813.33,31233.31,105.57,7604.38,430
wt,wt1,uniform,oltp,psfm,60000000,430,140,23474.04,32097.14,108.68,7824.71,430
wt,wt1,uniform,oltp,psfm,60000000,430,150,26574.61,36370.53,89.98,8858.20,430
wt,wt1,uniform,oltp,psfm,60000000,430,160,23401.25,32035.36,101.51,7799.72,430
wt,wt1,uniform,oltp,psfm,60000000,430,170,23050.74,31523.72,102.40,7683.98,430
wt,wt1,uniform,oltp,psfm,60000000,430,180,24452.10,33500.92,97.49,8150.83,430
wt,wt1,uniform,oltp,psfm,60000000,430,190,24488.20,33555.37,97.29,8162.67,430
wt,wt1,uniform,oltp,psfm,60000000,430,200,24519.15,33525.85,97.03,8173.22,430
wt,wt1,uniform,oltp,psfm,60000000,430,210,24472.67,33457.57,97.38,8157.59,430
wt,wt1,uniform,oltp,psfm,60000000,430,220,24406.94,33374.64,97.52,8135.41,430
wt,wt1,uniform,oltp,psfm,60000000,430,230,23515.84,32161.63,103.51,7838.98,430
wt,wt1,uniform,oltp,psfm,60000000,430,240,22593.62,30883.00,108.42,7530.87,430
wt,wt1,uniform,oltp,psfm,60000000,430,250,24565.96,33626.08,97.06,8188.42,430
wt,wt1,uniform,oltp,psfm,60000000,430,260,24591.04,33675.44,96.79,8197.11,430
wt,wt1,uniform,oltp,psfm,60000000,430,270,26302.09,35988.59,90.84,8767.40,430
wt,wt1,uniform,oltp,psfm,60000000,430,280,26692.19,36524.58,89.90,8897.20,430
wt,wt1,uniform,oltp,psfm,60000000,430,290,22525.35,30812.05,109.50,7508.18,430
wt,wt1,uniform,oltp,psfm,60000000,428,300,24422.04,33451.64,107.36,8141.01,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,10,0.00,44131.33,86.52,10726.81,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,20,0.00,44346.31,87.82,10801.60,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,30,0.00,44584.00,87.24,10860.80,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,40,0.00,44665.10,87.11,10878.70,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,50,0.00,44783.50,86.65,10918.30,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,60,0.00,44956.40,86.52,10940.40,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,70,0.00,45058.00,86.23,10980.90,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,80,0.00,45119.19,85.92,10987.40,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,90,0.00,45175.11,86.00,11008.10,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,100,0.00,45201.82,85.82,11011.80,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,110,0.00,45221.50,85.97,11012.40,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,120,0.00,45299.80,85.79,11033.50,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,130,0.00,45332.69,85.67,11037.70,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,140,0.00,45259.70,85.79,11030.80,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,150,0.00,45328.10,85.56,11052.60,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,160,0.00,45335.50,85.67,11044.30,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,170,0.00,45381.21,85.59,11046.40,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,180,0.00,45386.09,85.51,11052.70,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,190,0.00,45353.70,85.77,11044.20,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,200,0.00,45355.20,85.61,11054.90,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,210,0.00,45448.39,85.56,11061.60,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,220,0.00,45405.69,85.64,11053.40,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,230,0.00,45403.11,85.54,11063.10,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,240,0.00,45401.49,85.41,11065.00,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,250,0.00,45365.01,85.56,11052.80,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,260,0.00,45391.40,85.72,11050.30,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,270,0.00,45423.20,85.38,11057.70,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,280,0.00,45370.68,85.51,11056.30,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,290,0.00,45416.83,85.46,11062.31,430
wt,wt1,uniform,oltp_ro,psfm,60000000,430,300,0.00,45434.59,85.44,11068.60,430
wt,wt1,uniform,oltp,psfm,60000000,46,10,28166.61,38613.83,6.52,9388.74,46
wt,wt1,uniform,oltp,psfm,60000000,46,20,28650.81,39255.08,6.35,9550.17,46
wt,wt1,uniform,oltp,psfm,60000000,46,30,29060.30,39739.30,6.17,9686.80,46
wt,wt1,uniform,oltp,psfm,60000000,46,40,29202.61,39929.71,6.11,9734.10,46
wt,wt1,uniform,oltp,psfm,60000000,46,50,28854.19,39519.58,6.44,9618.00,46
wt,wt1,uniform,oltp,psfm,60000000,46,60,29579.61,40456.91,5.99,9859.90,46
wt,wt1,uniform,oltp,psfm,60000000,46,70,29761.50,40738.90,5.93,9920.40,46
wt,wt1,uniform,oltp,psfm,60000000,46,80,29950.01,41004.02,5.86,9983.60,46
wt,wt1,uniform,oltp,psfm,60000000,46,90,29957.60,40945.59,5.88,9985.70,46
wt,wt1,uniform,oltp,psfm,60000000,46,100,28435.90,38912.01,6.47,9478.80,46
wt,wt1,uniform,oltp,psfm,60000000,46,110,26795.38,36656.97,6.79,8931.79,46
wt,wt1,uniform,oltp,psfm,60000000,46,120,26946.82,36858.43,6.61,8982.01,46
wt,wt1,uniform,oltp,psfm,60000000,46,130,28264.20,38652.09,6.16,9421.60,46
wt,wt1,uniform,oltp,psfm,60000000,46,140,27386.09,37490.19,6.56,9128.60,46
wt,wt1,uniform,oltp,psfm,60000000,46,150,27149.90,37186.91,7.07,9049.90,46
wt,wt1,uniform,oltp,psfm,60000000,46,160,28977.70,39675.60,6.03,9659.30,46
wt,wt1,uniform,oltp,psfm,60000000,46,170,29047.49,39791.59,5.99,9682.40,46
wt,wt1,uniform,oltp,psfm,60000000,46,180,29052.80,39784.70,6.02,9684.50,46
wt,wt1,uniform,oltp,psfm,60000000,46,190,29503.10,40391.50,5.94,9834.40,46
wt,wt1,uniform,oltp,psfm,60000000,46,200,28053.41,38421.11,6.44,9351.00,46
wt,wt1,uniform,oltp,psfm,60000000,46,210,28035.80,38367.10,6.39,9345.40,46
wt,wt1,uniform,oltp,psfm,60000000,46,220,30017.12,41103.19,5.75,10003.47,46
wt,wt1,uniform,oltp,psfm,60000000,46,230,29827.24,40829.45,5.75,9944.51,46
wt,wt1,uniform,oltp,psfm,60000000,46,240,30287.64,41453.75,5.76,10095.91,46
wt,wt1,uniform,oltp,psfm,60000000,46,250,27647.09,37848.39,6.67,9215.60,46
wt,wt1,uniform,oltp,psfm,60000000,46,260,28229.91,38585.51,6.36,9410.10,46
wt,wt1,uniform,oltp,psfm,60000000,46,270,30323.50,41503.20,5.73,10107.80,46
wt,wt1,uniform,oltp,psfm,60000000,46,280,30185.41,41320.31,5.79,10061.80,46
wt,wt1,uniform,oltp,psfm,60000000,46,290,30185.60,41287.50,5.80,10061.80,46
wt,wt1,uniform,oltp,psfm,60000000,46,300,27775.30,38055.59,6.72,9258.40,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,10,0.00,47893.73,5.28,11666.44,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,20,0.00,49030.17,5.07,11942.67,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,30,0.00,49232.82,5.05,11995.75,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,40,0.00,49628.86,4.97,12086.74,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,50,0.00,49875.43,4.94,12152.53,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,60,0.00,50154.20,4.88,12207.78,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,70,0.00,50247.05,4.85,12235.63,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,80,0.00,50289.24,4.86,12248.36,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,90,0.00,50335.35,4.85,12277.84,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,100,0.00,50583.66,4.80,12310.17,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,110,0.00,50378.20,4.84,12268.92,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,120,0.00,50899.45,4.76,12376.87,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,130,0.00,50772.87,4.78,12354.54,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,140,0.00,50793.21,4.77,12371.35,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,150,0.00,50742.50,4.77,12361.35,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,160,0.00,50778.65,4.75,12386.57,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,170,0.00,50900.95,4.76,12377.33,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,180,0.00,50801.54,4.76,12376.56,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,190,0.00,50818.43,4.77,12379.53,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,200,0.00,50816.90,4.75,12383.28,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,210,0.00,51006.04,4.74,12418.23,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,220,0.00,50991.73,4.74,12403.96,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,230,0.00,50829.85,4.78,12377.13,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,240,0.00,51199.81,4.71,12459.66,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,250,0.00,51223.47,4.71,12472.84,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,260,0.00,51058.07,4.73,12442.07,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,270,0.00,51029.62,4.72,12423.53,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,280,0.00,51013.57,4.73,12435.57,46
wt,wt1,uniform,oltp_ro,psfm,60000000,46,290,0.00,50948.37,4.75,12393.64,46
wt,wt1,uniform,oltp_ro,psfm,60000000,41,300,0.00,51311.85,4.69,12488.76,46
wt,wt1,uniform,oltp,psfm,60000000,5,10,5167.16,7066.91,3.59,1722.35,5
wt,wt1,uniform,oltp,psfm,60000000,5,20,5272.11,7208.01,3.51,1757.40,5
wt,wt1,uniform,oltp,psfm,60000000,5,30,5283.00,7246.00,3.49,1761.00,5
wt,wt1,uniform,oltp,psfm,60000000,5,40,5342.10,7320.10,3.44,1780.70,5
wt,wt1,uniform,oltp,psfm,60000000,5,50,5373.80,7353.10,3.41,1791.20,5
wt,wt1,uniform,oltp,psfm,60000000,5,60,5383.20,7350.00,3.40,1794.40,5
wt,wt1,uniform,oltp,psfm,60000000,5,70,5410.00,7402.10,3.37,1803.40,5
wt,wt1,uniform,oltp,psfm,60000000,5,80,5426.10,7423.30,3.36,1808.70,5
wt,wt1,uniform,oltp,psfm,60000000,5,90,5450.79,7458.49,3.33,1816.90,5
wt,wt1,uniform,oltp,psfm,60000000,5,100,5461.70,7477.01,3.33,1820.60,5
wt,wt1,uniform,oltp,psfm,60000000,5,110,5466.49,7485.09,3.32,1822.10,5
wt,wt1,uniform,oltp,psfm,60000000,5,120,5479.41,7500.41,3.30,1826.40,5
wt,wt1,uniform,oltp,psfm,60000000,5,130,5494.40,7519.30,3.29,1831.60,5
wt,wt1,uniform,oltp,psfm,60000000,5,140,5509.39,7540.49,3.28,1836.40,5
wt,wt1,uniform,oltp,psfm,60000000,5,150,5519.31,7530.42,3.26,1839.80,5
wt,wt1,uniform,oltp,psfm,60000000,5,160,5528.79,7555.39,3.26,1842.90,5
wt,wt1,uniform,oltp,psfm,60000000,5,170,5544.41,7565.01,3.24,1848.20,5
wt,wt1,uniform,oltp,psfm,60000000,5,180,5555.90,7590.10,3.23,1851.90,5
wt,wt1,uniform,oltp,psfm,60000000,5,190,5557.30,7628.80,3.23,1852.50,5
wt,wt1,uniform,oltp,psfm,60000000,5,200,5550.50,7594.70,3.22,1850.10,5
wt,wt1,uniform,oltp,psfm,60000000,5,210,5549.80,7583.80,3.22,1850.00,5
wt,wt1,uniform,oltp,psfm,60000000,5,220,5567.40,7620.00,3.22,1855.80,5
wt,wt1,uniform,oltp,psfm,60000000,5,230,5564.80,7618.90,3.22,1854.90,5
wt,wt1,uniform,oltp,psfm,60000000,5,240,5584.80,7647.60,3.20,1861.60,5
wt,wt1,uniform,oltp,psfm,60000000,5,250,5600.20,7688.10,3.19,1866.70,5
wt,wt1,uniform,oltp,psfm,60000000,5,260,5547.80,7606.50,3.25,1849.30,5
wt,wt1,uniform,oltp,psfm,60000000,5,270,5590.40,7663.30,3.21,1863.50,5
wt,wt1,uniform,oltp,psfm,60000000,5,280,5605.50,7666.50,3.19,1868.50,5
wt,wt1,uniform,oltp,psfm,60000000,5,290,5632.48,7715.98,3.17,1877.49,5
wt,wt1,uniform,oltp,psfm,60000000,5,300,5599.61,7669.92,3.17,1866.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,10,0.00,8847.04,2.94,2156.16,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,20,0.00,9055.80,2.88,2201.10,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,30,0.00,9129.20,2.85,2221.00,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,40,0.00,9188.98,2.82,2234.99,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,50,0.00,9273.40,2.79,2254.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,60,0.00,9302.60,2.77,2265.20,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,70,0.00,9344.40,2.74,2277.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,80,0.00,9390.20,2.73,2280.40,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,90,0.00,9430.80,2.72,2293.80,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,100,0.00,9431.20,2.70,2297.40,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,110,0.00,9441.10,2.70,2300.70,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,120,0.00,9463.50,2.68,2305.60,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,130,0.00,9456.30,2.68,2307.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,140,0.00,9522.00,2.66,2317.00,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,150,0.00,9534.69,2.67,2312.20,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,160,0.00,9534.82,2.65,2320.90,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,170,0.00,9486.31,2.68,2301.20,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,180,0.00,9469.72,2.66,2306.10,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,190,0.00,9503.20,2.65,2310.80,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,200,0.00,9501.60,2.65,2317.80,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,210,0.00,9558.80,2.63,2326.00,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,220,0.00,9543.00,2.63,2327.70,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,230,0.00,9560.28,2.63,2326.09,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,240,0.00,9544.42,2.62,2330.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,250,0.00,9515.20,2.62,2320.50,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,260,0.00,9501.20,2.63,2316.10,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,270,0.00,9536.80,2.62,2316.10,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,280,0.00,9541.20,2.62,2320.40,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,290,0.00,9537.50,2.62,2322.40,5
wt,wt1,uniform,oltp_ro,psfm,60000000,5,300,0.00,9552.30,2.61,2322.20,5
wt,wt1,uniform,oltp,psfm,60000000,630,10,24932.19,34242.53,141.90,8307.06,630
wt,wt1,uniform,oltp,psfm,60000000,630,20,24894.06,34054.16,142.46,8298.09,630
wt,wt1,uniform,oltp,psfm,60000000,630,30,24935.16,34119.28,141.61,8311.82,630
wt,wt1,uniform,oltp,psfm,60000000,630,40,25028.73,34259.52,141.44,8341.98,630
wt,wt1,uniform,oltp,psfm,60000000,630,50,25161.95,34472.56,140.63,8388.42,630
wt,wt1,uniform,oltp,psfm,60000000,630,60,25300.86,34566.76,139.84,8433.89,630
wt,wt1,uniform,oltp,psfm,60000000,630,70,25396.73,34803.83,139.25,8464.61,630
wt,wt1,uniform,oltp,psfm,60000000,630,80,25469.87,34851.16,138.55,8489.79,630
wt,wt1,uniform,oltp,psfm,60000000,630,90,25530.92,34936.92,138.26,8510.71,630
wt,wt1,uniform,oltp,psfm,60000000,630,100,25598.88,35034.18,137.97,8533.29,630
wt,wt1,uniform,oltp,psfm,60000000,630,110,25698.79,35185.91,137.51,8566.33,630
wt,wt1,uniform,oltp,psfm,60000000,630,120,22941.45,31418.05,155.47,7646.88,630
wt,wt1,uniform,oltp,psfm,60000000,630,130,22059.87,30168.08,162.41,7352.62,630
wt,wt1,uniform,oltp,psfm,60000000,630,140,21921.07,30073.04,159.24,7308.26,630
wt,wt1,uniform,oltp,psfm,60000000,630,150,23398.35,32024.26,153.62,7798.42,630
wt,wt1,uniform,oltp,psfm,60000000,630,160,22920.24,31385.53,148.82,7640.58,630
wt,wt1,uniform,oltp,psfm,60000000,630,170,22420.17,30702.09,154.26,7473.42,630
wt,wt1,uniform,oltp,psfm,60000000,630,180,23257.04,31861.32,152.43,7752.68,630
wt,wt1,uniform,oltp,psfm,60000000,630,190,23761.35,32613.46,148.29,7920.22,630
