engine,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
ft,oltp,2000000,1,580,325.80,1520.30,11.03,108.60,1
ft,oltp,2000000,1,590,323.40,1509.10,11.11,107.80,1
ft,oltp,2000000,1,600,327.30,1527.70,11.09,109.10,1
ft,oltp,2000000,128,10,1287.09,6147.15,412.03,428.90,128
ft,oltp,2000000,128,20,1306.29,6096.37,400.24,435.50,128
ft,oltp,2000000,128,30,1324.81,6181.53,393.35,441.60,128
ft,oltp,2000000,128,40,1337.40,6246.18,389.60,445.80,128
ft,oltp,2000000,128,50,1265.00,5900.32,411.29,421.70,128
ft,oltp,2000000,128,60,1271.50,5935.60,407.61,423.70,128
ft,oltp,2000000,128,70,1301.90,6077.10,401.56,434.10,128
ft,oltp,2000000,128,80,1302.80,6081.90,400.12,434.20,128
ft,oltp,2000000,128,90,1334.00,6220.80,391.47,444.60,128
ft,oltp,2000000,128,100,1331.70,6214.10,388.78,443.90,128
ft,oltp,2000000,128,110,1357.40,6337.50,381.40,452.40,128
ft,oltp,2000000,128,120,1292.80,6032.90,403.12,431.00,128
ft,oltp,2000000,128,130,1244.50,5801.30,415.12,414.70,128
ft,oltp,2000000,128,140,1256.10,5866.60,409.94,419.00,128
ft,oltp,2000000,128,150,1261.50,5885.30,407.61,420.40,128
ft,oltp,2000000,128,160,1279.60,5972.59,405.66,426.60,128
ft,oltp,2000000,128,170,1283.80,5994.21,400.12,427.80,128
ft,oltp,2000000,128,180,1278.50,5963.40,405.66,426.10,128
ft,oltp,2000000,128,190,1286.50,5998.20,399.76,428.60,128
ft,oltp,2000000,128,200,1282.30,5990.40,401.92,427.80,128
ft,oltp,2000000,128,210,1294.40,6038.10,398.44,431.30,128
ft,oltp,2000000,128,220,1304.70,6091.80,395.47,435.00,128
ft,oltp,2000000,128,230,1294.60,6039.70,398.32,431.40,128
ft,oltp,2000000,128,240,1311.70,6121.50,394.17,437.40,128
ft,oltp,2000000,128,250,1266.90,5909.50,407.12,422.20,128
ft,oltp,2000000,128,260,1250.20,5833.68,409.32,416.90,128
ft,oltp,2000000,128,270,1664.11,7765.32,371.16,554.60,128
ft,oltp,2000000,128,280,1835.80,8567.50,305.26,611.90,128
ft,oltp,2000000,128,290,1870.40,8731.50,299.55,623.60,128
ft,oltp,2000000,128,300,1861.69,8689.68,300.09,620.60,128
ft,oltp,2000000,128,310,1864.70,8698.92,300.00,621.60,128
ft,oltp,2000000,128,320,1886.50,8804.60,298.39,628.80,128
ft,oltp,2000000,128,330,1892.20,8829.50,296.08,630.70,128
ft,oltp,2000000,128,340,1873.20,8740.10,299.28,624.40,128
ft,oltp,2000000,128,350,1853.80,8654.40,302.26,618.00,128
ft,oltp,2000000,128,360,1870.30,8725.50,300.63,623.40,128
ft,oltp,2000000,128,370,1887.40,8807.90,296.88,629.10,128
ft,oltp,2000000,128,380,1877.90,8763.20,300.63,626.00,128
ft,oltp,2000000,128,390,1874.70,8749.40,299.91,624.90,128
ft,oltp,2000000,128,400,1886.30,8800.50,299.55,628.80,128
ft,oltp,2000000,128,410,1874.50,8751.70,300.81,624.70,128
ft,oltp,2000000,128,420,1904.60,8884.80,294.49,634.90,128
ft,oltp,2000000,128,430,1886.90,8809.10,299.46,629.00,128
ft,oltp,2000000,128,440,1864.40,8701.10,301.26,621.50,128
ft,oltp,2000000,128,450,1879.00,8770.80,298.12,626.30,128
ft,oltp,2000000,128,460,1882.20,8783.50,299.91,627.40,128
ft,oltp,2000000,128,470,1879.90,8768.20,297.59,626.70,128
ft,oltp,2000000,128,480,1872.80,8741.20,301.44,624.20,128
ft,oltp,2000000,128,490,1875.70,8754.40,297.94,625.20,128
ft,oltp,2000000,128,500,1871.10,8728.80,299.91,623.80,128
ft,oltp,2000000,128,510,1876.80,8758.39,300.18,625.60,128
ft,oltp,2000000,128,520,1877.40,8762.01,300.90,625.80,128
ft,oltp,2000000,128,530,1879.20,8768.50,298.48,626.40,128
ft,oltp,2000000,128,540,1889.30,8817.60,297.23,629.70,128
ft,oltp,2000000,128,550,1869.50,8726.10,298.93,623.20,128
ft,oltp,2000000,128,560,1868.70,8718.90,301.35,622.90,128
ft,oltp,2000000,128,570,1897.00,8851.80,297.23,632.20,128
ft,oltp,2000000,128,580,1869.60,8728.20,299.11,623.30,128
ft,oltp,2000000,128,590,1896.00,8847.30,296.88,632.00,128
ft,oltp,2000000,127,600,1882.30,8781.50,299.91,627.50,128
ft,oltp,2000000,16,10,4053.94,18934.70,15.17,1351.31,16
ft,oltp,2000000,16,20,3784.29,17659.53,15.88,1261.30,16
ft,oltp,2000000,16,30,3625.82,16921.77,16.44,1208.71,16
ft,oltp,2000000,16,40,3579.10,16701.58,16.53,1193.00,16
ft,oltp,2000000,16,50,3497.20,16320.01,16.93,1165.80,16
ft,oltp,2000000,16,60,3522.50,16437.59,16.91,1174.00,16
ft,oltp,2000000,16,70,3505.10,16359.21,16.78,1168.50,16
ft,oltp,2000000,16,80,3506.10,16362.70,16.80,1168.70,16
ft,oltp,2000000,16,90,3483.00,16253.40,16.84,1160.90,16
ft,oltp,2000000,16,100,3699.70,17263.30,15.62,1233.30,16
ft,oltp,2000000,16,110,3756.10,17529.09,15.21,1251.90,16
ft,oltp,2000000,16,120,3797.10,17722.10,15.03,1265.90,16
ft,oltp,2000000,16,130,3815.40,17803.71,14.89,1271.70,16
ft,oltp,2000000,16,140,3831.00,17876.60,14.83,1277.10,16
ft,oltp,2000000,16,150,3831.80,17883.40,14.76,1277.20,16
ft,oltp,2000000,16,160,3866.40,18043.20,14.59,1288.80,16
ft,oltp,2000000,16,170,3864.00,18028.50,14.63,1288.00,16
ft,oltp,2000000,16,180,3852.00,17980.11,14.56,1284.00,16
ft,oltp,2000000,16,190,3851.10,17971.20,14.55,1283.70,16
ft,oltp,2000000,16,200,3868.60,18052.60,14.49,1289.60,16
ft,oltp,2000000,16,210,3873.30,18075.30,14.44,1291.10,16
ft,oltp,2000000,16,220,3864.80,18037.70,14.42,1288.20,16
ft,oltp,2000000,16,230,3859.80,18011.50,14.49,1286.60,16
ft,oltp,2000000,16,240,3865.00,18037.19,14.39,1288.40,16
ft,oltp,2000000,16,250,3854.60,17986.91,14.46,1284.80,16
ft,oltp,2000000,16,260,3855.60,17991.79,14.41,1285.20,16
ft,oltp,2000000,16,270,3863.10,18029.50,14.40,1287.70,16
ft,oltp,2000000,16,280,3861.70,18021.60,14.39,1287.30,16
ft,oltp,2000000,16,290,3844.70,17940.60,14.43,1281.50,16
ft,oltp,2000000,16,300,3851.40,17974.60,14.41,1283.80,16
ft,oltp,2000000,16,310,3849.60,17964.20,14.36,1283.20,16
ft,oltp,2000000,16,320,3854.40,17986.11,14.39,1284.80,16
ft,oltp,2000000,16,330,3842.90,17933.70,14.47,1280.90,16
ft,oltp,2000000,16,340,3847.50,17955.50,14.33,1282.60,16
ft,oltp,2000000,16,350,3849.50,17965.49,14.40,1283.20,16
ft,oltp,2000000,16,360,3843.80,17937.60,14.37,1281.20,16
ft,oltp,2000000,16,370,3844.60,17941.01,14.41,1281.60,16
ft,oltp,2000000,16,380,3849.20,17961.70,14.32,1283.00,16
ft,oltp,2000000,16,390,3854.50,17989.10,14.30,1284.90,16
ft,oltp,2000000,16,400,3842.80,17932.50,14.40,1280.90,16
ft,oltp,2000000,16,410,3850.90,17970.91,14.34,1283.60,16
ft,oltp,2000000,16,420,3851.40,17973.20,14.34,1283.80,16
ft,oltp,2000000,16,430,3840.30,17920.69,14.32,1280.00,16
ft,oltp,2000000,16,440,3843.50,17937.50,14.32,1281.30,16
ft,oltp,2000000,16,450,3848.80,17960.80,14.30,1282.90,16
ft,oltp,2000000,16,460,3850.00,17964.81,14.25,1283.40,16
ft,oltp,2000000,16,470,3833.80,17893.20,14.34,1277.90,16
ft,oltp,2000000,16,480,3839.70,17917.50,14.35,1279.80,16
ft,oltp,2000000,16,490,3841.10,17924.60,14.31,1280.50,16
ft,oltp,2000000,16,500,3827.40,17862.70,14.40,1275.80,16
ft,oltp,2000000,16,510,3828.50,17865.20,14.32,1276.10,16
ft,oltp,2000000,16,520,3822.90,17840.30,14.35,1274.30,16
ft,oltp,2000000,16,530,3821.20,17833.10,14.38,1273.70,16
ft,oltp,2000000,16,540,3814.30,17800.90,14.39,1271.50,16
ft,oltp,2000000,16,550,3825.50,17851.70,14.30,1275.20,16
ft,oltp,2000000,16,560,3810.90,17784.20,14.47,1270.30,16
ft,oltp,2000000,16,570,3811.50,17788.00,14.37,1270.50,16
ft,oltp,2000000,16,580,3818.30,17817.20,14.37,1272.70,16
ft,oltp,2000000,16,590,3811.30,17786.70,14.39,1270.50,16
ft,oltp,2000000,16,600,3818.70,17821.80,14.35,1272.90,16
ft,oltp,2000000,2,10,948.33,4427.76,8.22,316.11,2
ft,oltp,2000000,2,20,884.60,4127.70,9.17,294.80,2
ft,oltp,2000000,2,30,761.20,3553.10,9.67,253.80,2
ft,oltp,2000000,2,40,739.80,3452.20,9.87,246.60,2
ft,oltp,2000000,2,50,736.70,3437.30,9.86,245.50,2
ft,oltp,2000000,2,60,738.10,3445.00,9.88,246.10,2
ft,oltp,2000000,2,70,739.60,3451.20,9.79,246.50,2
ft,oltp,2000000,2,80,717.80,3350.10,10.12,239.30,2
ft,oltp,2000000,2,90,702.90,3279.00,10.35,234.30,2
ft,oltp,2000000,2,100,688.20,3213.10,10.51,229.40,2
ft,oltp,2000000,2,110,677.10,3159.20,10.86,225.70,2
ft,oltp,2000000,2,120,661.80,3088.40,11.18,220.60,2
ft,oltp,2000000,2,130,660.30,3081.60,11.09,220.10,2
ft,oltp,2000000,2,140,647.40,3020.40,11.19,215.80,2
ft,oltp,2000000,2,150,647.70,3023.40,11.28,215.90,2
ft,oltp,2000000,2,160,648.00,3023.80,11.33,216.00,2
ft,oltp,2000000,2,170,642.90,3000.40,11.33,214.30,2
ft,oltp,2000000,2,180,642.50,2997.50,11.30,214.10,2
ft,oltp,2000000,2,190,634.60,2962.00,11.35,211.60,2
ft,oltp,2000000,2,200,636.30,2969.90,11.42,212.10,2
ft,oltp,2000000,2,210,632.10,2949.60,11.58,210.70,2
ft,oltp,2000000,2,220,629.90,2938.80,11.46,209.90,2
ft,oltp,2000000,2,230,633.10,2954.10,11.46,211.10,2
ft,oltp,2000000,2,240,638.40,2980.30,11.36,212.80,2
ft,oltp,2000000,2,250,639.90,2985.20,11.40,213.30,2
ft,oltp,2000000,2,260,636.00,2969.00,11.40,212.00,2
ft,oltp,2000000,2,270,631.80,2947.00,11.51,210.60,2
ft,oltp,2000000,2,280,638.10,2978.70,11.38,212.70,2
ft,oltp,2000000,2,290,629.40,2936.60,11.39,209.80,2
ft,oltp,2000000,2,300,634.00,2959.60,11.39,211.30,2
ft,oltp,2000000,2,310,626.90,2926.00,11.50,209.00,2
ft,oltp,2000000,2,320,639.90,2986.00,11.29,213.30,2
ft,oltp,2000000,2,330,637.80,2976.20,11.33,212.60,2
ft,oltp,2000000,2,340,638.10,2977.90,11.34,212.70,2
ft,oltp,2000000,2,350,632.10,2949.80,11.40,210.70,2
ft,oltp,2000000,2,360,632.70,2952.00,11.37,210.90,2
ft,oltp,2000000,2,370,636.00,2968.70,11.31,212.00,2
ft,oltp,2000000,2,380,637.80,2975.20,11.30,212.60,2
ft,oltp,2000000,2,390,632.70,2953.90,11.31,210.90,2
ft,oltp,2000000,2,400,632.70,2952.40,11.29,210.90,2
ft,oltp,2000000,2,410,630.00,2940.00,11.36,210.00,2
ft,oltp,2000000,2,420,630.00,2939.90,11.37,210.00,2
ft,oltp,2000000,2,430,629.10,2936.40,11.37,209.70,2
ft,oltp,2000000,2,440,630.90,2942.60,11.39,210.30,2
ft,oltp,2000000,2,450,626.40,2924.30,11.40,208.80,2
ft,oltp,2000000,2,460,627.60,2928.60,11.40,209.20,2
ft,oltp,2000000,2,470,626.70,2924.80,11.36,208.90,2
ft,oltp,2000000,2,480,628.00,2930.60,11.37,209.30,2
ft,oltp,2000000,2,490,626.00,2921.40,11.40,208.70,2
ft,oltp,2000000,2,500,627.30,2927.70,11.39,209.10,2
ft,oltp,2000000,2,510,628.50,2932.50,11.33,209.50,2
ft,oltp,2000000,2,520,627.90,2929.80,11.39,209.30,2
ft,oltp,2000000,2,530,624.30,2913.90,11.49,208.10,2
ft,oltp,2000000,2,540,619.80,2891.60,11.56,206.60,2
ft,oltp,2000000,2,550,621.60,2901.30,11.54,207.20,2
ft,oltp,2000000,2,560,620.40,2895.80,11.53,206.80,2
ft,oltp,2000000,2,570,622.50,2904.90,11.51,207.50,2
ft,oltp,2000000,2,580,624.60,2914.60,11.49,208.20,2
ft,oltp,2000000,2,590,618.30,2885.50,11.56,206.10,2
ft,oltp,2000000,2,600,625.10,2916.50,11.44,208.30,2
ft,oltp,2000000,24,10,3670.18,17152.29,25.46,1223.29,24
ft,oltp,2000000,24,20,3645.60,17011.40,25.75,1215.20,24
ft,oltp,2000000,24,30,3576.19,16691.46,25.84,1192.10,24
ft,oltp,2000000,24,40,3634.91,16962.84,25.15,1211.70,24
ft,oltp,2000000,24,50,3461.40,16154.28,26.71,1153.80,24
ft,oltp,2000000,24,60,3454.10,16117.30,26.58,1151.30,24
ft,oltp,2000000,24,70,3504.79,16355.78,26.24,1168.30,24
ft,oltp,2000000,24,80,3497.61,16321.63,26.23,1165.90,24
ft,oltp,2000000,24,90,3507.90,16371.40,26.25,1169.30,24
ft,oltp,2000000,24,100,4026.20,18789.10,24.12,1342.00,24
ft,oltp,2000000,24,110,4260.90,19882.40,20.89,1420.30,24
ft,oltp,2000000,24,120,4265.20,19903.50,20.97,1421.70,24
ft,oltp,2000000,24,130,4298.10,20061.70,20.61,1432.70,24
ft,oltp,2000000,24,140,4307.00,20096.60,20.48,1435.70,24
ft,oltp,2000000,24,150,4301.70,20075.30,20.53,1433.90,24
ft,oltp,2000000,24,160,4326.60,20190.90,20.47,1442.20,24
ft,oltp,2000000,24,170,4305.70,20093.90,20.44,1435.20,24
ft,oltp,2000000,24,180,4297.10,20052.30,20.62,1432.40,24
ft,oltp,2000000,24,190,4325.20,20185.30,20.37,1441.80,24
ft,oltp,2000000,24,200,4317.30,20148.60,20.28,1439.10,24
ft,oltp,2000000,24,210,4299.70,20063.20,20.51,1433.20,24
ft,oltp,2000000,24,220,4322.10,20169.79,20.29,1440.70,24
ft,oltp,2000000,24,230,4331.60,20215.81,20.27,1443.80,24
ft,oltp,2000000,24,240,4329.00,20202.39,20.28,1443.10,24
ft,oltp,2000000,24,250,4315.00,20136.00,20.46,1438.30,24
ft,oltp,2000000,24,260,4298.50,20060.00,20.33,1432.80,24
ft,oltp,2000000,24,270,4314.90,20134.60,20.36,1438.30,24
ft,oltp,2000000,24,280,4312.90,20128.60,20.31,1437.70,24
ft,oltp,2000000,24,290,4328.20,20197.50,20.22,1442.70,24
ft,oltp,2000000,24,300,4302.50,20076.80,20.45,1434.10,24
ft,oltp,2000000,24,310,4306.30,20098.10,20.48,1435.50,24
ft,oltp,2000000,24,320,4315.00,20132.70,20.29,1438.30,24
ft,oltp,2000000,24,330,4320.10,20163.80,20.20,1440.10,24
ft,oltp,2000000,24,340,4301.90,20077.60,20.36,1433.90,24
ft,oltp,2000000,24,350,4307.40,20099.00,20.36,1435.80,24
ft,oltp,2000000,24,360,4314.10,20134.09,20.23,1438.10,24
ft,oltp,2000000,24,370,4322.60,20170.51,20.16,1440.80,24
ft,oltp,2000000,24,380,4314.40,20133.70,20.21,1438.20,24
ft,oltp,2000000,24,390,4324.90,20182.10,20.09,1441.50,24
ft,oltp,2000000,24,400,4335.80,20234.40,19.95,1445.30,24
ft,oltp,2000000,24,410,4323.60,20175.30,20.16,1441.10,24
ft,oltp,2000000,24,420,4308.00,20107.30,20.10,1436.20,24
ft,oltp,2000000,24,430,4327.90,20194.71,20.17,1442.60,24
ft,oltp,2000000,24,440,4314.70,20136.89,20.20,1438.20,24
ft,oltp,2000000,24,450,4327.80,20194.50,20.03,1442.60,24
ft,oltp,2000000,24,460,4297.00,20053.90,20.33,1432.30,24
ft,oltp,2000000,24,470,4312.50,20121.80,20.14,1437.60,24
ft,oltp,2000000,24,480,4286.90,20008.00,20.36,1428.90,24
ft,oltp,2000000,24,490,4288.20,20009.60,20.25,1429.40,24
ft,oltp,2000000,24,500,4285.60,20003.50,20.28,1428.60,24
ft,oltp,2000000,24,510,4283.50,19987.10,20.32,1427.70,24
ft,oltp,2000000,24,520,4289.50,20017.40,20.32,1429.90,24
ft,oltp,2000000,24,530,4296.30,20047.79,20.35,1432.10,24
ft,oltp,2000000,24,540,4294.70,20043.50,20.21,1431.60,24
ft,oltp,2000000,24,550,4287.90,20012.60,20.25,1429.30,24
ft,oltp,2000000,24,560,4311.10,20115.40,20.23,1437.00,24
ft,oltp,2000000,24,570,4313.00,20128.80,20.06,1437.70,24
ft,oltp,2000000,24,580,4288.30,20010.90,20.32,1429.40,24
ft,oltp,2000000,24,590,4287.90,20010.31,20.31,1429.30,24
ft,oltp,2000000,24,600,4300.20,20067.80,20.24,1433.40,24
ft,oltp,2000000,256,10,969.59,4809.86,1015.36,323.10,256
ft,oltp,2000000,256,20,1014.60,4740.90,1004.48,338.10,256
ft,oltp,2000000,256,30,1017.50,4744.90,1013.54,339.20,256
ft,oltp,2000000,256,40,1023.59,4771.66,1000.88,341.20,256
ft,oltp,2000000,256,50,1043.21,4872.54,991.33,347.80,256
ft,oltp,2000000,256,60,967.90,4519.90,1045.90,322.40,256
ft,oltp,2000000,256,70,980.80,4574.80,1038.10,327.20,256
ft,oltp,2000000,256,80,997.50,4656.10,1030.36,332.50,256
ft,oltp,2000000,256,90,976.60,4557.00,1030.67,325.30,256
ft,oltp,2000000,256,100,1001.70,4668.79,1019.01,334.00,256
ft,oltp,2000000,256,110,992.80,4640.91,1028.21,331.00,256
ft,oltp,2000000,256,120,994.90,4639.70,1025.44,331.70,256
ft,oltp,2000000,256,130,1015.30,4740.70,1002.37,338.40,256
ft,oltp,2000000,256,140,1008.80,4705.70,1006.89,336.30,256
ft,oltp,2000000,256,150,996.20,4651.60,1025.75,331.90,256
ft,oltp,2000000,256,160,980.00,4569.40,1039.97,326.50,256
ft,oltp,2000000,256,170,978.00,4562.30,1042.46,326.20,256
ft,oltp,2000000,256,180,963.80,4498.90,1045.90,320.90,256
ft,oltp,2000000,256,190,981.40,4586.80,1040.90,327.60,256
ft,oltp,2000000,256,200,980.20,4565.50,1041.21,326.60,256
ft,oltp,2000000,256,210,979.70,4578.89,1042.46,326.70,256
ft,oltp,2000000,256,220,987.00,4599.81,1041.21,328.80,256
ft,oltp,2000000,256,230,992.60,4636.90,1024.83,330.90,256
ft,oltp,2000000,256,240,989.70,4615.00,1030.36,330.10,256
ft,oltp,2000000,256,250,975.90,4562.70,1030.67,325.10,256
ft,oltp,2000000,256,260,996.80,4646.80,1014.15,332.40,256
ft,oltp,2000000,256,270,984.10,4591.90,1035.93,328.10,256
ft,oltp,2000000,256,280,994.20,4640.20,1022.68,331.20,256
ft,oltp,2000000,256,290,986.40,4596.20,1029.44,328.80,256
ft,oltp,2000000,256,300,994.20,4644.40,1024.83,331.60,256
ft,oltp,2000000,256,310,1002.30,4676.90,1014.75,333.80,256
ft,oltp,2000000,256,320,981.20,4578.00,1031.29,327.30,256
ft,oltp,2000000,256,330,962.30,4491.80,1046.84,320.60,256
ft,oltp,2000000,256,340,1016.60,4748.20,1037.79,339.00,256
ft,oltp,2000000,256,350,1410.90,6576.80,796.98,470.40,256
ft,oltp,2000000,256,360,1381.90,6452.10,801.29,460.60,256
ft,oltp,2000000,256,370,1385.90,6470.40,806.10,462.00,256
ft,oltp,2000000,256,380,1394.80,6504.20,798.89,465.00,256
ft,oltp,2000000,256,390,1405.70,6560.00,797.46,468.50,256
ft,oltp,2000000,256,400,1396.60,6522.10,795.08,465.60,256
ft,oltp,2000000,256,410,1381.00,6442.10,814.83,460.30,256
ft,oltp,2000000,256,420,1412.10,6590.90,792.46,470.70,256
ft,oltp,2000000,256,430,1400.30,6535.00,792.46,466.70,256
ft,oltp,2000000,256,440,1413.90,6595.40,795.55,471.30,256
ft,oltp,2000000,256,450,1398.80,6527.20,798.65,466.30,256
ft,oltp,2000000,256,460,1404.49,6555.85,798.89,468.20,256
ft,oltp,2000000,256,470,1397.01,6519.85,791.04,465.70,256
ft,oltp,2000000,256,480,1413.20,6594.60,801.29,471.00,256
ft,oltp,2000000,256,490,1412.90,6591.90,789.39,471.00,256
ft,oltp,2000000,256,500,1398.10,6532.00,799.37,466.00,256
ft,oltp,2000000,256,510,1418.79,6620.77,792.46,472.90,256
ft,oltp,2000000,256,520,1393.81,6499.23,804.65,464.60,256
ft,oltp,2000000,256,530,1415.00,6604.40,791.75,471.60,256
ft,oltp,2000000,256,540,1404.60,6555.50,796.27,468.20,256
ft,oltp,2000000,256,550,1411.60,6582.00,797.94,470.60,256
ft,oltp,2000000,256,560,1390.80,6497.10,797.94,463.50,256
ft,oltp,2000000,256,570,1412.50,6589.10,792.23,471.00,256
ft,oltp,2000000,256,580,1418.99,6621.37,784.20,473.00,256
ft,oltp,2000000,256,590,1395.31,6512.43,799.37,465.10,256
ft,oltp,2000000,256,600,1404.30,6552.20,800.09,468.00,256
ft,oltp,2000000,32,10,2926.18,13690.29,43.41,975.19,32
ft,oltp,2000000,32,20,3019.60,14090.00,42.37,1006.70,32
ft,oltp,2000000,32,30,2906.30,13565.00,43.54,968.80,32
ft,oltp,2000000,32,40,2968.89,13854.86,42.73,989.60,32
ft,oltp,2000000,32,50,3011.81,14054.44,41.83,1003.90,32
ft,oltp,2000000,32,60,2838.80,13248.20,44.47,946.30,32
ft,oltp,2000000,32,70,2865.20,13370.90,44.09,955.10,32
ft,oltp,2000000,32,80,2887.50,13474.19,43.66,962.40,32
ft,oltp,2000000,32,90,2881.50,13446.40,43.62,960.50,32
ft,oltp,2000000,32,100,2906.40,13565.20,43.42,968.90,32
ft,oltp,2000000,32,110,2892.50,13497.20,43.38,964.10,32
ft,oltp,2000000,32,120,3317.70,15483.50,42.14,1105.90,32
ft,oltp,2000000,32,130,3923.70,18308.00,32.30,1307.90,32
ft,oltp,2000000,32,140,3959.50,18480.40,31.92,1319.90,32
ft,oltp,2000000,32,150,3952.90,18445.50,32.05,1317.50,32
ft,oltp,2000000,32,160,3962.40,18491.40,31.85,1320.90,32
ft,oltp,2000000,32,170,3989.20,18617.60,31.48,1329.70,32
ft,oltp,2000000,32,180,3953.50,18449.00,32.26,1317.90,32
ft,oltp,2000000,32,190,3983.70,18590.60,31.84,1327.90,32
ft,oltp,2000000,32,200,3964.50,18501.60,31.76,1321.50,32
ft,oltp,2000000,32,210,3953.90,18450.30,31.90,1317.90,32
ft,oltp,2000000,32,220,3972.00,18536.60,31.72,1324.00,32
ft,oltp,2000000,32,230,3981.00,18578.90,31.53,1327.00,32
ft,oltp,2000000,32,240,3995.10,18641.30,31.53,1331.60,32
ft,oltp,2000000,32,250,3969.70,18527.71,31.68,1323.40,32
ft,oltp,2000000,32,260,3978.20,18565.29,31.46,1326.00,32
ft,oltp,2000000,32,270,3988.60,18612.20,31.49,1329.60,32
ft,oltp,2000000,32,280,3999.90,18665.40,31.34,1333.30,32
ft,oltp,2000000,32,290,3961.60,18483.80,31.77,1320.40,32
ft,oltp,2000000,32,300,3981.90,18586.20,31.51,1327.40,32
ft,oltp,2000000,32,310,3976.40,18556.79,31.29,1325.50,32
ft,oltp,2000000,32,320,3962.30,18490.21,31.81,1320.70,32
ft,oltp,2000000,32,330,3974.80,18550.50,31.61,1325.00,32
ft,oltp,2000000,32,340,3983.40,18588.80,31.77,1327.80,32
ft,oltp,2000000,32,350,4008.00,18702.71,31.26,1336.00,32
ft,oltp,2000000,32,360,3982.40,18585.60,31.33,1327.40,32
